Time,Bond,Side,Notional,Counterparty,MidPrice,QuotedPrice,Competitors,Traded,nextMidPrice
1270,US Treasury 3Y,BID,2500000,RelativeValueStrategies,102.408,102.349,6,DONE,102.496
1278,US Treasury 30Y,BID,10000000,RelativeValueStrategies,91.252,90.9,3,MISSED,91.358
1278,US Treasury 5Y,BID,1000000,SleepyManager,100.557,100.471,7,MISSED,100.879
1284,US Treasury 5Y,BID,250000,SniperFund,99.473,99.438,3,MISSED,99.392
1284,US Treasury 30Y,ASK,5000000,HF-Fortress,88.79,88.622,3,DONE,88.869
1293,US Treasury 10Y,BID,500000,SniperFund,98.469,98.452,4,MISSED,98.453
1295,US Treasury 3Y,BID,250000,TankerAssetManagement,101.155,101.063,3,MISSED,101.341
1300,US Treasury 3Y,ASK,100000,SniperFund,103.5,103.516,1,DONE,103.43
1301,US Treasury 10Y,BID,5000000,SniperFund,96.588,96.482,3,MISSED,96.643
1306,US Treasury 2Y,BID,1000000,SleepyManager,101.362,101.268,5,MISSED,101.399
1313,US Treasury 5Y,ASK,500000,TankerAssetManagement,97.336,97.444,7,MISSED,97.468
1318,US Treasury 3Y,ASK,100000,TankerAssetManagement,104.346,104.337,1,DONE,104.433
1320,US Treasury 10Y,ASK,100000,RelativeValueStrategies,95.276,95.351,5,MISSED,95.271
1326,US Treasury 3Y,ASK,10000000,SleepyManager,102.384,102.491,7,DONE,102.288
1327,US Treasury 10Y,BID,2500000,TankerAssetManagement,94.782,94.686,5,MISSED,94.604
1331,US Treasury 30Y,BID,250000,SniperFund,93.021,92.824,1,DONE,93.193
1336,US Treasury 2Y,ASK,10000000,SniperFund,100.486,100.595,6,MISSED,100.522
1339,US Treasury 10Y,BID,5000000,CountrysideBroker,97.527,97.347,5,MISSED,97.147
1344,US Treasury 2Y,BID,250000,SniperFund,99.881,99.816,5,MISSED,99.867
1347,US Treasury 10Y,ASK,2500000,SleepyManager,95.166,95.424,1,DONE,95.286
1348,US Treasury 2Y,BID,2500000,RelativeValueStrategies,100.841,100.746,4,MISSED,100.94
1351,US Treasury 3Y,BID,1000000,SleepyManager,103.366,103.308,6,MISSED,103.248
1358,US Treasury 30Y,ASK,250000,TankerAssetManagement,95.108,95.31,7,MISSED,95.517
1363,US Treasury 3Y,ASK,1000000,RelativeValueStrategies,103.373,103.466,2,MISSED,103.19
1370,US Treasury 10Y,ASK,2500000,SniperFund,98.283,98.357,7,MISSED,98.537
1371,US Treasury 3Y,BID,500000,TankerAssetManagement,100.504,100.472,7,MISSED,100.464
1375,US Treasury 3Y,BID,5000000,SniperFund,103.132,102.973,3,MISSED,102.975
1382,US Treasury 2Y,ASK,5000000,SniperFund,100.209,100.288,3,DONE,100.242
1383,US Treasury 5Y,ASK,1000000,RelativeValueStrategies,98.219,98.318,6,MISSED,98.437
1385,US Treasury 10Y,ASK,100000,CountrysideBroker,98.759,98.832,2,DONE,98.383
1389,US Treasury 5Y,ASK,5000000,TankerAssetManagement,97.723,97.814,6,MISSED,97.793
1398,US Treasury 30Y,BID,250000,TankerAssetManagement,95.518,95.299,2,MISSED,95.841
1401,US Treasury 10Y,BID,10000000,SniperFund,97.656,97.517,1,MISSED,97.845
1408,US Treasury 2Y,ASK,1000000,TankerAssetManagement,99.693,99.718,4,DONE,99.721
1411,US Treasury 3Y,ASK,5000000,TankerAssetManagement,102.941,102.88,2,DONE,102.829
1416,US Treasury 30Y,ASK,500000,SniperFund,93.827,94.163,5,MISSED,93.562
1425,US Treasury 3Y,ASK,250000,TankerAssetManagement,102.242,102.434,3,MISSED,102.175
1427,US Treasury 5Y,BID,250000,CountrysideBroker,99.412,99.411,3,DONE,99.361
1429,US Treasury 2Y,BID,250000,RelativeValueStrategies,101.521,101.535,2,DONE,101.441
1435,US Treasury 3Y,ASK,10000000,RelativeValueStrategies,102.188,102.429,7,MISSED,102.248
1439,US Treasury 3Y,ASK,100000,SniperFund,101.093,101.108,5,DONE,101.208
1441,US Treasury 30Y,ASK,5000000,TankerAssetManagement,90.547,90.974,7,MISSED,90.438
1449,US Treasury 2Y,ASK,2500000,HF-Fortress,98.877,98.99,4,MISSED,98.96
1450,US Treasury 10Y,ASK,250000,SleepyManager,95.63,95.832,5,MISSED,95.846
1459,US Treasury 10Y,BID,2500000,HF-Fortress,97.976,97.818,3,MISSED,98.054
1463,US Treasury 10Y,BID,250000,RelativeValueStrategies,95.473,95.495,5,DONE,95.668
1464,US Treasury 2Y,BID,250000,CountrysideBroker,100.736,100.7,5,MISSED,100.654
1473,US Treasury 10Y,BID,5000000,RelativeValueStrategies,94.271,94.143,7,MISSED,94.388
1475,US Treasury 30Y,BID,10000000,CountrysideBroker,93.807,93.613,4,MISSED,94.301
1484,US Treasury 30Y,BID,250000,SniperFund,94.326,94.254,4,MISSED,94.329
1484,US Treasury 10Y,ASK,250000,SleepyManager,97.613,97.544,7,MISSED,97.787
1487,US Treasury 10Y,ASK,100000,HF-Fortress,97.485,97.568,1,DONE,97.401
1495,US Treasury 2Y,ASK,1000000,SniperFund,102.545,102.661,7,MISSED,102.56
1495,US Treasury 5Y,ASK,250000,SleepyManager,97.985,97.932,3,MISSED,97.89
1500,US Treasury 5Y,ASK,5000000,CountrysideBroker,97.774,97.916,7,MISSED,97.855
1507,US Treasury 10Y,BID,500000,TankerAssetManagement,95.45,95.346,5,MISSED,95.419
1515,US Treasury 3Y,BID,250000,SniperFund,102.296,102.259,5,MISSED,102.143
1518,US Treasury 30Y,BID,10000000,RelativeValueStrategies,93.858,93.503,7,MISSED,93.928
1520,US Treasury 10Y,BID,5000000,TankerAssetManagement,99.842,99.675,5,MISSED,99.799
1529,US Treasury 3Y,BID,500000,HF-Fortress,100.816,100.693,4,MISSED,100.846
1538,US Treasury 5Y,BID,5000000,HF-Fortress,100.588,100.446,4,MISSED,100.695
1543,US Treasury 5Y,ASK,100000,RelativeValueStrategies,96.658,96.775,5,MISSED,96.464
1548,US Treasury 3Y,ASK,250000,CountrysideBroker,100.948,101.03,7,MISSED,101.111
1555,US Treasury 2Y,BID,500000,SniperFund,102.132,101.948,2,MISSED,102.052
1557,US Treasury 2Y,ASK,250000,SleepyManager,100.959,100.993,6,MISSED,100.881
1563,US Treasury 5Y,BID,2500000,RelativeValueStrategies,98.753,98.775,3,DONE,99.024
1572,US Treasury 5Y,ASK,250000,SniperFund,97.706,97.709,1,DONE,97.802
1579,US Treasury 5Y,BID,100000,CountrysideBroker,99.239,99.146,4,MISSED,99.172
1588,US Treasury 5Y,BID,500000,SniperFund,98.161,98.108,5,MISSED,98.002
1590,US Treasury 10Y,ASK,1000000,HF-Fortress,99.443,99.633,7,MISSED,99.509
1594,US Treasury 10Y,ASK,1000000,SleepyManager,93.781,93.804,3,MISSED,93.888
1599,US Treasury 5Y,BID,2500000,RelativeValueStrategies,98.86,98.747,2,DONE,98.929
1608,US Treasury 30Y,ASK,5000000,SniperFund,95.002,95.515,1,MISSED,94.985
1614,US Treasury 2Y,ASK,250000,CountrysideBroker,100.184,100.226,6,MISSED,100.141
1623,US Treasury 2Y,ASK,1000000,SleepyManager,100.3,100.373,3,MISSED,100.109
1628,US Treasury 5Y,ASK,100000,TankerAssetManagement,99.281,99.261,7,MISSED,99.014
1634,US Treasury 5Y,ASK,5000000,SleepyManager,98.604,98.629,4,DONE,98.748
1639,US Treasury 5Y,BID,100000,SniperFund,96.019,95.912,7,MISSED,96.017
1642,US Treasury 30Y,ASK,1000000,SniperFund,92.348,92.529,2,MISSED,92.312
1648,US Treasury 10Y,BID,1000000,SleepyManager,93.753,93.527,3,MISSED,93.703
1648,US Treasury 10Y,ASK,1000000,CountrysideBroker,97.892,98.113,2,MISSED,97.923
1655,US Treasury 5Y,BID,5000000,HF-Fortress,99.659,99.468,3,MISSED,99.753
1656,US Treasury 30Y,ASK,1000000,CountrysideBroker,91.81,91.851,6,MISSED,92.325
1659,US Treasury 10Y,BID,500000,CountrysideBroker,96.05,96.01,5,MISSED,95.813
1660,US Treasury 30Y,ASK,1000000,SleepyManager,89.747,90,2,MISSED,89.734
1660,US Treasury 30Y,BID,500000,HF-Fortress,90.076,89.929,1,DONE,89.968
1664,US Treasury 5Y,BID,2500000,TankerAssetManagement,97.315,97.24,6,MISSED,97.492
1673,US Treasury 2Y,ASK,100000,HF-Fortress,100.478,100.457,6,DONE,100.402
1673,US Treasury 3Y,BID,10000000,SniperFund,102.866,102.763,1,MISSED,102.655
1675,US Treasury 5Y,BID,10000000,CountrysideBroker,97.865,97.678,1,DONE,97.757
1679,US Treasury 5Y,BID,250000,SniperFund,96.921,96.894,6,MISSED,97.039
1686,US Treasury 5Y,BID,100000,RelativeValueStrategies,96.571,96.555,4,DONE,96.605
1687,US Treasury 2Y,BID,500000,CountrysideBroker,97.861,97.723,6,MISSED,97.813
1692,US Treasury 30Y,ASK,5000000,RelativeValueStrategies,92.405,92.503,4,MISSED,92.601
1692,US Treasury 30Y,ASK,250000,TankerAssetManagement,87.957,87.978,6,MISSED,87.774
1693,US Treasury 5Y,BID,5000000,TankerAssetManagement,100.308,100.244,4,MISSED,100.374
1699,US Treasury 3Y,BID,5000000,RelativeValueStrategies,102.296,102.187,1,DONE,102.383
1705,US Treasury 3Y,BID,1000000,CountrysideBroker,100.453,100.33,2,MISSED,100.37
1709,US Treasury 3Y,BID,2500000,SniperFund,103.229,103.195,7,MISSED,103.15
1715,US Treasury 10Y,ASK,5000000,SniperFund,95.646,95.603,5,DONE,95.585
1717,US Treasury 5Y,BID,250000,RelativeValueStrategies,99.558,99.424,6,MISSED,99.363
1717,US Treasury 10Y,BID,100000,RelativeValueStrategies,95.182,95.188,6,DONE,94.803
1722,US Treasury 10Y,BID,2500000,HF-Fortress,96.121,95.98,1,DONE,96.139
1726,US Treasury 5Y,ASK,5000000,HF-Fortress,98.679,98.832,2,MISSED,98.752
1726,US Treasury 3Y,ASK,1000000,CountrysideBroker,100.408,100.522,5,MISSED,100.498
1735,US Treasury 5Y,BID,500000,HF-Fortress,97.16,97.068,6,MISSED,96.855
1743,US Treasury 30Y,ASK,10000000,SniperFund,97.08,97.107,7,DONE,96.972
1745,US Treasury 30Y,BID,10000000,RelativeValueStrategies,91.703,91.571,4,DONE,91.144
1750,US Treasury 5Y,ASK,5000000,SleepyManager,100.585,100.674,2,DONE,100.678
1752,US Treasury 2Y,ASK,100000,TankerAssetManagement,98.534,98.571,7,MISSED,98.5
1753,US Treasury 5Y,ASK,500000,SleepyManager,99.885,99.897,3,MISSED,99.948
1753,US Treasury 30Y,ASK,10000000,SleepyManager,94.134,94.297,2,DONE,93.775
1757,US Treasury 30Y,BID,500000,RelativeValueStrategies,92.078,92.036,4,DONE,92.502
1765,US Treasury 10Y,BID,500000,SleepyManager,97.375,97.138,6,MISSED,97.021
1768,US Treasury 10Y,BID,250000,CountrysideBroker,96.708,96.508,2,MISSED,96.707
1771,US Treasury 30Y,ASK,250000,SniperFund,95.112,95.126,6,MISSED,95.368
1771,US Treasury 5Y,BID,100000,HF-Fortress,97.435,97.32,3,MISSED,97.243
1778,US Treasury 30Y,ASK,250000,TankerAssetManagement,93.811,93.776,1,DONE,93.842
1785,US Treasury 3Y,BID,100000,HF-Fortress,101.31,101.2,4,MISSED,101.239
1785,US Treasury 10Y,ASK,250000,CountrysideBroker,101.556,101.75,3,MISSED,101.6
1785,US Treasury 5Y,BID,5000000,CountrysideBroker,99.895,99.801,1,DONE,99.804
1794,US Treasury 5Y,ASK,250000,SleepyManager,98.605,98.751,1,DONE,98.466
1795,US Treasury 10Y,BID,1000000,HF-Fortress,98.724,98.615,3,MISSED,98.673
1802,US Treasury 3Y,ASK,10000000,RelativeValueStrategies,100.258,100.51,2,MISSED,100.437
1808,US Treasury 3Y,BID,10000000,HF-Fortress,103.117,102.924,2,MISSED,103.107
1808,US Treasury 30Y,ASK,2500000,TankerAssetManagement,96.977,97.242,4,MISSED,96.774
1810,US Treasury 3Y,ASK,5000000,CountrysideBroker,101.246,101.368,6,MISSED,101.273
1811,US Treasury 5Y,BID,2500000,SniperFund,99.724,99.598,1,MISSED,99.777
1819,US Treasury 5Y,ASK,2500000,SniperFund,99.721,99.737,7,MISSED,99.579
1821,US Treasury 2Y,ASK,10000000,RelativeValueStrategies,101.2,101.212,2,DONE,101.222
1826,US Treasury 3Y,ASK,10000000,SleepyManager,102.411,102.48,1,DONE,102.302
1829,US Treasury 5Y,BID,5000000,SniperFund,98.149,98.033,2,DONE,98.042
1831,US Treasury 5Y,BID,5000000,SniperFund,97.03,96.982,4,MISSED,96.893
1839,US Treasury 10Y,BID,2500000,SniperFund,93.737,93.576,5,MISSED,93.672
1846,US Treasury 3Y,ASK,10000000,RelativeValueStrategies,102.536,102.669,4,MISSED,102.606
1849,US Treasury 2Y,BID,2500000,HF-Fortress,101.289,101.24,5,MISSED,101.196
1855,US Treasury 5Y,ASK,500000,TankerAssetManagement,98.752,98.796,1,DONE,98.856
1856,US Treasury 2Y,BID,100000,RelativeValueStrategies,99.336,99.291,6,MISSED,99.379
1865,US Treasury 2Y,ASK,250000,CountrysideBroker,101.629,101.757,6,MISSED,101.691
1867,US Treasury 10Y,ASK,100000,TankerAssetManagement,95.4,95.38,3,DONE,95.602
1871,US Treasury 5Y,ASK,2500000,CountrysideBroker,97.871,98.026,7,MISSED,97.882
1876,US Treasury 30Y,ASK,250000,HF-Fortress,97.966,97.931,3,DONE,98.45
1880,US Treasury 10Y,ASK,1000000,RelativeValueStrategies,96.033,96.169,1,MISSED,95.726
1880,US Treasury 5Y,BID,1000000,TankerAssetManagement,97.9,97.833,2,DONE,98.044
1888,US Treasury 10Y,BID,500000,CountrysideBroker,96.65,96.378,5,MISSED,96.389
1891,US Treasury 2Y,ASK,2500000,SleepyManager,100.722,100.869,7,MISSED,100.877
1899,US Treasury 3Y,BID,2500000,TankerAssetManagement,103.786,103.615,2,MISSED,103.899
1902,US Treasury 30Y,ASK,5000000,RelativeValueStrategies,94.946,95.252,1,DONE,95.03
1910,US Treasury 30Y,ASK,250000,HF-Fortress,94.173,94.427,2,DONE,94.624
1910,US Treasury 30Y,BID,5000000,HF-Fortress,91.861,91.88,5,MISSED,91.617
1912,US Treasury 10Y,BID,100000,RelativeValueStrategies,93.084,92.814,3,MISSED,92.904
1920,US Treasury 2Y,ASK,5000000,SleepyManager,101.286,101.443,6,MISSED,101.031
1925,US Treasury 2Y,BID,100000,TankerAssetManagement,99.455,99.397,2,MISSED,99.463
1925,US Treasury 5Y,BID,1000000,SleepyManager,99.671,99.497,7,MISSED,99.612
1927,US Treasury 10Y,ASK,10000000,SleepyManager,97.742,97.787,4,DONE,97.589
1930,US Treasury 5Y,BID,10000000,TankerAssetManagement,99.034,98.864,6,MISSED,98.849
1939,US Treasury 2Y,BID,2500000,TankerAssetManagement,101.948,101.906,5,MISSED,101.789
1941,US Treasury 10Y,BID,10000000,RelativeValueStrategies,94.842,94.466,3,MISSED,94.738
1941,US Treasury 5Y,BID,5000000,HF-Fortress,98.204,98.001,5,MISSED,98.073
1945,US Treasury 30Y,ASK,250000,HF-Fortress,86.464,86.407,6,MISSED,86.357
1945,US Treasury 30Y,BID,500000,TankerAssetManagement,91.87,91.636,1,DONE,92.44
1947,US Treasury 30Y,ASK,1000000,RelativeValueStrategies,90.221,90.527,5,MISSED,90.177
1954,US Treasury 2Y,BID,250000,CountrysideBroker,101.009,100.941,5,MISSED,101.005
1958,US Treasury 3Y,BID,5000000,SniperFund,102.577,102.422,1,MISSED,102.477
1965,US Treasury 2Y,ASK,5000000,RelativeValueStrategies,100.611,100.697,2,DONE,100.734
1965,US Treasury 2Y,ASK,10000000,SleepyManager,100.9,101.013,6,DONE,100.904
1973,US Treasury 5Y,BID,2500000,CountrysideBroker,98.412,98.231,1,MISSED,98.333
1978,US Treasury 30Y,ASK,1000000,SniperFund,93.911,93.98,7,MISSED,93.579
1985,US Treasury 5Y,BID,2500000,HF-Fortress,97.742,97.547,3,MISSED,97.722
1994,US Treasury 30Y,ASK,100000,SleepyManager,97.114,97.331,5,MISSED,97.223
1999,US Treasury 5Y,ASK,100000,TankerAssetManagement,97.927,98.114,1,MISSED,98.204
2007,US Treasury 2Y,ASK,100000,SleepyManager,101.758,101.864,4,MISSED,101.614
2009,US Treasury 3Y,BID,2500000,TankerAssetManagement,103.864,103.748,1,MISSED,103.723
2011,US Treasury 10Y,ASK,1000000,SniperFund,99.045,99.138,6,MISSED,99.013
2019,US Treasury 5Y,BID,500000,SniperFund,97.847,97.935,5,DONE,97.8
2019,US Treasury 5Y,BID,2500000,SniperFund,98.179,98.145,6,MISSED,98.211
2028,US Treasury 3Y,ASK,250000,HF-Fortress,102.114,102.204,7,MISSED,102.161
2030,US Treasury 5Y,ASK,100000,CountrysideBroker,98.777,98.931,5,MISSED,98.579
2033,US Treasury 5Y,BID,100000,HF-Fortress,100.426,100.361,3,MISSED,100.157
2040,US Treasury 2Y,BID,5000000,SleepyManager,101.11,101.012,4,MISSED,101.121
2048,US Treasury 3Y,BID,2500000,RelativeValueStrategies,101.558,101.423,5,MISSED,101.483
2053,US Treasury 3Y,BID,2500000,TankerAssetManagement,103.896,103.897,3,DONE,104.113
2053,US Treasury 10Y,BID,2500000,HF-Fortress,96.494,96.401,6,MISSED,96.579
2060,US Treasury 5Y,ASK,500000,RelativeValueStrategies,99.347,99.413,2,MISSED,99.252
2061,US Treasury 3Y,BID,1000000,CountrysideBroker,101.117,101.08,6,DONE,101.117
2069,US Treasury 3Y,ASK,1000000,TankerAssetManagement,101.219,101.358,7,MISSED,101.074
2077,US Treasury 30Y,ASK,10000000,RelativeValueStrategies,95.16,95.262,7,MISSED,95.374
2084,US Treasury 2Y,ASK,10000000,CountrysideBroker,101.364,101.597,1,DONE,101.451
2088,US Treasury 3Y,ASK,10000000,SleepyManager,103.201,103.304,7,MISSED,103.15
2090,US Treasury 5Y,ASK,10000000,CountrysideBroker,98.984,99.265,4,MISSED,99.061
2093,US Treasury 30Y,ASK,100000,SniperFund,98.411,98.481,3,MISSED,98.564
2094,US Treasury 30Y,ASK,500000,SniperFund,94.334,94.349,3,DONE,94.585
2097,US Treasury 3Y,BID,10000000,RelativeValueStrategies,101.553,101.264,5,MISSED,101.565
2100,US Treasury 10Y,BID,10000000,HF-Fortress,94.762,94.673,3,DONE,95.03
2107,US Treasury 5Y,ASK,100000,TankerAssetManagement,100.63,100.732,6,MISSED,100.407
2107,US Treasury 3Y,ASK,500000,SleepyManager,101.98,102.028,1,DONE,102.12
2116,US Treasury 10Y,BID,1000000,SniperFund,93.384,93.321,3,DONE,93.264
2122,US Treasury 2Y,ASK,2500000,SniperFund,99.101,99.165,4,MISSED,99.367
2124,US Treasury 5Y,ASK,2500000,RelativeValueStrategies,98.153,98.233,7,MISSED,98.135
2129,US Treasury 3Y,BID,2500000,CountrysideBroker,101.64,101.532,1,DONE,101.573
2133,US Treasury 10Y,BID,100000,RelativeValueStrategies,95.138,95.028,2,MISSED,95.156
2134,US Treasury 10Y,ASK,500000,RelativeValueStrategies,95.979,95.949,3,DONE,95.942
2139,US Treasury 2Y,ASK,1000000,RelativeValueStrategies,101.724,101.779,1,DONE,101.684
2146,US Treasury 10Y,BID,2500000,SniperFund,96.466,96.235,5,MISSED,96.595
2146,US Treasury 30Y,ASK,500000,HF-Fortress,94.662,94.772,5,MISSED,94.58
2148,US Treasury 2Y,BID,2500000,RelativeValueStrategies,101.978,101.861,6,MISSED,102.113
2157,US Treasury 3Y,ASK,2500000,TankerAssetManagement,101.882,101.931,5,MISSED,102.106
2163,US Treasury 30Y,BID,500000,SniperFund,100.234,100.077,4,MISSED,100.479
2170,US Treasury 30Y,ASK,1000000,SniperFund,95.351,95.758,3,MISSED,95.196
2173,US Treasury 30Y,ASK,250000,SleepyManager,93.921,94.124,4,MISSED,93.975
2178,US Treasury 2Y,BID,5000000,SleepyManager,100.375,100.311,1,DONE,100.378
2184,US Treasury 10Y,ASK,1000000,SniperFund,96.913,97.055,1,MISSED,96.884
2187,US Treasury 3Y,BID,100000,RelativeValueStrategies,104.768,104.68,6,MISSED,104.734
2187,US Treasury 30Y,BID,500000,TankerAssetManagement,95.92,95.506,4,MISSED,96.253
2195,US Treasury 3Y,BID,5000000,HF-Fortress,99.867,99.843,7,DONE,99.671
2200,US Treasury 3Y,ASK,250000,RelativeValueStrategies,102.436,102.419,7,DONE,102.471
2201,US Treasury 5Y,ASK,100000,TankerAssetManagement,98.97,98.974,1,DONE,99.162
2204,US Treasury 2Y,ASK,5000000,HF-Fortress,101.65,101.683,7,MISSED,101.697
2213,US Treasury 30Y,ASK,5000000,CountrysideBroker,97.761,98.172,6,MISSED,97.868
2216,US Treasury 2Y,ASK,2500000,RelativeValueStrategies,101.869,101.969,1,DONE,101.889
2220,US Treasury 3Y,BID,500000,CountrysideBroker,102.317,102.281,5,DONE,102.223
2224,US Treasury 30Y,BID,500000,RelativeValueStrategies,96.35,96.04,6,MISSED,96.771
2225,US Treasury 5Y,BID,500000,CountrysideBroker,95.46,95.304,6,MISSED,95.294
2230,US Treasury 2Y,BID,2500000,RelativeValueStrategies,100.381,100.307,4,MISSED,100.455
2230,US Treasury 2Y,BID,10000000,CountrysideBroker,101.369,101.226,2,DONE,101.245
2239,US Treasury 2Y,BID,500000,CountrysideBroker,101.295,101.283,3,DONE,101.186
2239,US Treasury 5Y,ASK,10000000,SleepyManager,99.26,99.481,3,MISSED,99.113
2239,US Treasury 2Y,BID,250000,RelativeValueStrategies,101.388,101.367,2,DONE,101.212
2244,US Treasury 3Y,BID,5000000,HF-Fortress,103.114,103.074,4,DONE,103.105
2253,US Treasury 3Y,BID,2500000,SleepyManager,101.704,101.677,4,DONE,101.734
2257,US Treasury 3Y,ASK,250000,TankerAssetManagement,101.386,101.448,7,MISSED,101.335
2263,US Treasury 5Y,BID,5000000,CountrysideBroker,99.03,99.009,4,DONE,98.856
2265,US Treasury 10Y,BID,1000000,RelativeValueStrategies,91.696,91.45,1,MISSED,91.933
2266,US Treasury 5Y,BID,1000000,SniperFund,97.497,97.375,3,MISSED,97.46
2270,US Treasury 30Y,BID,5000000,HF-Fortress,92.967,92.921,2,DONE,92.643
2274,US Treasury 30Y,BID,500000,TankerAssetManagement,90.499,90.39,5,MISSED,90.015
2283,US Treasury 10Y,BID,100000,SniperFund,95.262,95.265,3,DONE,95.244
2288,US Treasury 5Y,BID,250000,SleepyManager,100.041,99.954,6,MISSED,100.102
2288,US Treasury 10Y,BID,5000000,HF-Fortress,97.538,97.441,4,MISSED,97.754
2288,US Treasury 10Y,BID,1000000,RelativeValueStrategies,98.184,98.088,3,DONE,98.261
2288,US Treasury 30Y,BID,1000000,SniperFund,97.903,97.821,7,MISSED,98.037
2296,US Treasury 30Y,ASK,5000000,TankerAssetManagement,92.232,92.668,6,MISSED,92.273
2300,US Treasury 10Y,BID,2500000,SleepyManager,94.967,94.919,1,DONE,94.727
2301,US Treasury 30Y,BID,1000000,RelativeValueStrategies,97.969,97.674,3,MISSED,97.487
2302,US Treasury 5Y,ASK,10000000,TankerAssetManagement,98.811,99.08,6,MISSED,98.722
2310,US Treasury 2Y,BID,1000000,SleepyManager,101.208,101.15,7,MISSED,101.266
2315,US Treasury 3Y,BID,1000000,SleepyManager,101.294,101.326,7,DONE,101.292
2316,US Treasury 5Y,ASK,10000000,RelativeValueStrategies,99.531,99.675,7,MISSED,99.605
2325,US Treasury 30Y,BID,5000000,HF-Fortress,93.201,92.688,3,MISSED,93.311
2329,US Treasury 10Y,BID,5000000,TankerAssetManagement,94.688,94.608,7,MISSED,94.76
2335,US Treasury 5Y,BID,250000,TankerAssetManagement,98.136,98.01,2,MISSED,98.112
2338,US Treasury 3Y,BID,2500000,SniperFund,102.969,102.887,3,DONE,102.882
2347,US Treasury 10Y,BID,500000,RelativeValueStrategies,95.837,95.68,3,MISSED,95.988
2351,US Treasury 30Y,ASK,1000000,SleepyManager,96.051,96.15,2,MISSED,96.183
2355,US Treasury 5Y,ASK,2500000,RelativeValueStrategies,96.814,96.953,1,MISSED,96.884
2363,US Treasury 10Y,BID,500000,SleepyManager,95.625,95.465,6,MISSED,95.892
2364,US Treasury 10Y,BID,1000000,SleepyManager,95.776,95.759,4,MISSED,96.018
2364,US Treasury 30Y,ASK,100000,RelativeValueStrategies,94.634,94.769,6,MISSED,94.684
2364,US Treasury 10Y,BID,5000000,SniperFund,93.572,93.424,6,MISSED,93.92
2364,US Treasury 30Y,BID,1000000,CountrysideBroker,95.3,95.016,7,MISSED,94.981
2369,US Treasury 3Y,ASK,5000000,HF-Fortress,101.485,101.618,3,MISSED,101.38
2375,US Treasury 5Y,BID,10000000,SleepyManager,100.906,100.783,1,DONE,100.762
2384,US Treasury 3Y,BID,100000,CountrysideBroker,101.827,101.673,2,MISSED,101.551
2391,US Treasury 2Y,ASK,10000000,CountrysideBroker,101.535,101.676,7,MISSED,101.57
2395,US Treasury 2Y,ASK,5000000,CountrysideBroker,100.944,100.985,6,DONE,100.876
2397,US Treasury 30Y,BID,250000,SleepyManager,90.5,90.45,4,DONE,90.531
2397,US Treasury 10Y,BID,1000000,SleepyManager,98.534,98.425,3,MISSED,98.822
2405,US Treasury 3Y,ASK,100000,TankerAssetManagement,102.367,102.372,3,DONE,102.106
2406,US Treasury 2Y,BID,100000,TankerAssetManagement,99.359,99.253,7,MISSED,99.282
2413,US Treasury 5Y,BID,5000000,TankerAssetManagement,97.605,97.561,2,DONE,97.474
2419,US Treasury 3Y,BID,2500000,HF-Fortress,105.712,105.626,7,MISSED,105.671
2422,US Treasury 5Y,ASK,250000,RelativeValueStrategies,97.942,97.999,3,DONE,97.706
2428,US Treasury 30Y,ASK,5000000,SniperFund,98.027,98.276,7,MISSED,98.052
2432,US Treasury 3Y,BID,2500000,HF-Fortress,100.113,100.007,5,MISSED,100.173
2439,US Treasury 5Y,ASK,500000,SleepyManager,98.777,98.773,5,MISSED,98.913
2440,US Treasury 10Y,ASK,100000,HF-Fortress,97.617,97.842,2,MISSED,97.722
2446,US Treasury 2Y,ASK,5000000,TankerAssetManagement,101.504,101.541,2,DONE,101.454
2452,US Treasury 10Y,BID,2500000,HF-Fortress,94.66,94.772,1,DONE,94.679
2461,US Treasury 30Y,BID,2500000,SniperFund,92.409,92.256,6,MISSED,92.736
2467,US Treasury 3Y,ASK,250000,HF-Fortress,104.215,104.305,5,MISSED,104.039
2470,US Treasury 3Y,BID,2500000,RelativeValueStrategies,103.103,103,4,MISSED,103.143
2472,US Treasury 30Y,BID,10000000,SleepyManager,97.063,97.07,3,DONE,96.946
2478,US Treasury 10Y,ASK,100000,TankerAssetManagement,96.617,96.626,4,DONE,96.552
2482,US Treasury 10Y,ASK,100000,SniperFund,98.764,99.037,1,MISSED,99.024
2484,US Treasury 10Y,ASK,1000000,CountrysideBroker,98.587,98.743,3,MISSED,98.609
2493,US Treasury 3Y,BID,500000,RelativeValueStrategies,102.084,102.01,1,MISSED,101.909
2495,US Treasury 30Y,ASK,10000000,SleepyManager,91.97,92.199,6,MISSED,92.226
2502,US Treasury 30Y,BID,1000000,SniperFund,91.739,91.532,4,MISSED,91.828
2506,US Treasury 3Y,BID,100000,SniperFund,101.061,100.978,7,MISSED,101.073
2511,US Treasury 30Y,ASK,1000000,SleepyManager,92.584,92.575,3,MISSED,92.443
2517,US Treasury 5Y,BID,5000000,CountrysideBroker,98.034,97.927,6,MISSED,97.945
2521,US Treasury 5Y,ASK,10000000,SniperFund,97.172,97.344,2,MISSED,97.214
2522,US Treasury 5Y,BID,10000000,SniperFund,99.245,98.989,1,MISSED,99.024
2530,US Treasury 10Y,BID,2500000,HF-Fortress,99.092,98.864,2,MISSED,99.173
2531,US Treasury 5Y,BID,1000000,SleepyManager,99.294,99.296,1,DONE,99.247
